fir_narrative,district,police_station,crime_location_type,date_of_crime,time_of_crime,day_of_week,season,reported_by,victim_gender,victim_age,accused_gender,accused_age,weapon_used,vehicle_involved,num_accused,relationship,ipc_section,crime_category,FIR_Quality_Score,Completeness,Consistency,Relevance
An incident of rape was reported where the accused lured the victim to a market.,Phalodi,Station A,market,2024-08-18,18:23:44,Sunday,Winter,Police,Other,51,Other,36,stick,bike,2,Relative,IPC 376 (Rape),Rape,1.27,0.0,0.0,1.2740156650543213
The victim’s vehicle was broken into and items were stolen.,Hanumangarh,Station B,school,2025-02-02,16:12:11,Sunday,Winter,Police,Male,41,Female,17,gun,car,5,Friend,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
A gang of masked robbers looted a store at a bus stop.,Dungarpur,Station B,bus stop,2025-05-29,15:07:44,Thursday,Monsoon,Relative,Other,21,Other,66,knife,bike,3,Friend,IPC 392 (Robbery),Robbery,1.05,0.0,0.0,1.0456640124320984
Pickpocketing occurred in a crowded market.,Chittorgarh,Station A,market,2024-12-28,12:18:30,Saturday,Summer,Police,Other,53,Male,38,bare hands,car,5,Stranger,IPC 379 (Theft),Theft,0.77,0.0,0.0,0.7711847126483917
Pickpocketing occurred in a crowded market.,Sri Ganganagar,Station B,market,2025-05-21,15:58:43,Wednesday,Monsoon,Victim,Female,19,Female,22,stick,bike,5,Relative,IPC 379 (Theft),Theft,0.77,0.0,0.0,0.7711847126483917
A theft was reported where items were stolen from a school.,Hanumangarh,Station A,school,2025-01-04,19:53:44,Saturday,Summer,Police,Female,38,Female,62,bare hands,scooter,3,Neighbor,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.142613708972931
The victim was attacked and killed using a knife at a market.,Beawar,Station B,market,2025-05-24,12:25:57,Saturday,Spring,Police,Other,61,Male,45,knife,bike,1,Stranger,IPC 302 (Murder),Murder,1.24,0.0,0.0,1.2385053634643555
The victim’s vehicle was broken into and items were stolen.,Beawar,Station A,market,2024-09-26,19:19:33,Thursday,Summer,Victim,Female,42,Female,25,knife,car,5,Friend,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
An incident of rape was reported where the accused lured the victim to a highway.,Rajsamand,Station B,highway,2024-10-19,01:13:24,Saturday,Monsoon,Eyewitness,Female,71,Female,47,stick,car,5,Relative,IPC 376 (Rape),Rape,1.04,0.0,0.0,1.0392445921897888
The accused physically assaulted the victim using a bare hands at a park.,Bundi,Station B,park,2024-11-01,22:51:49,Friday,Winter,Police,Other,52,Female,64,bare hands,scooter,5,Acquaintance,IPC 323 (Assault),Assault,0.76,0.0,0.0,0.7632186412811279
Eyewitnesses reported a fatal altercation involving a knife near the school.,Udaipur,Station A,school,2025-01-23,05:09:46,Thursday,Monsoon,Police,Female,14,Female,62,knife,auto,1,Friend,IPC 302 (Murder),Murder,0.84,0.0,0.0,0.839808315038681
The victim was attacked from behind with a knife at a bus stop.,Chittorgarh,Station B,bus stop,2024-09-02,18:16:35,Monday,Spring,Eyewitness,Female,10,Male,49,knife,auto,2,Neighbor,IPC 323 (Assault),Assault,0.78,0.0,0.0,0.7791740298271179
The victim was robbed at gunpoint while returning home from work.,Jalore,Station C,school,2024-09-09,07:07:51,Monday,Monsoon,Police,Female,47,Female,48,bare hands,scooter,1,Acquaintance,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
"An armed robbery took place at a market, threatening the occupants.",Rajsamand,Station C,market,2025-03-19,11:07:24,Wednesday,Winter,Relative,Male,60,Other,41,gun,bike,3,Neighbor,IPC 392 (Robbery),Robbery,1.48,0.0,0.0,1.4840591847896576
The victim reported being sexually assaulted by a Relative in a residential area.,Ajmer,Station A,residential area,2024-11-18,05:45:00,Monday,Monsoon,Police,Female,68,Other,27,bare hands,car,2,Relative,IPC 376 (Rape),Rape,0.91,0.0,0.0,0.9130166172981262
The body of the victim was discovered at a residential area with signs of struggle.,Barmer,Station B,residential area,2025-02-19,12:02:34,Wednesday,Spring,Eyewitness,Male,63,Female,51,gun,bike,3,Neighbor,IPC 302 (Murder),Murder,0.97,0.0,0.0,0.9746900796890259
Unknown suspects broke into a residential area and stole valuables.,Baran,Station A,residential area,2024-12-03,12:10:59,Tuesday,Monsoon,Eyewitness,Other,12,Other,44,bare hands,car,4,Relative,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.1382177472114563
The victim reported being sexually assaulted by a Relative in a bus stop.,Sri Ganganagar,Station C,bus stop,2024-09-10,04:47:18,Tuesday,Summer,Eyewitness,Female,77,Female,61,bare hands,auto,3,Relative,IPC 376 (Rape),Rape,0.85,0.0,0.0,0.8499226570129395
The accused forcefully snatched the victim's belongings and fled on a car.,Nagaur,Station C,market,2024-10-07,04:08:10,Monday,Summer,Eyewitness,Male,29,Male,51,knife,car,3,Friend,IPC 392 (Robbery),Robbery,0.78,0.0,0.0,0.7772024273872375
The victim was abducted and raped in a moving vehicle by unknown individuals.,Bharatpur,Station C,school,2025-01-25,23:27:44,Saturday,Spring,Police,Other,19,Male,27,bare hands,scooter,1,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
A gang of masked robbers looted a store at a park.,Salumbar,Station B,park,2025-03-15,06:02:38,Saturday,Summer,Relative,Male,68,Male,45,stick,scooter,1,Acquaintance,IPC 392 (Robbery),Robbery,1.06,0.0,0.0,1.0635316371917725
The body of the victim was discovered at a park with signs of struggle.,Khairthal-Tijara,Station A,park,2024-10-11,13:20:54,Friday,Summer,Victim,Male,80,Male,31,bare hands,car,2,Neighbor,IPC 302 (Murder),Murder,0.8,0.0,0.0,0.8012655973434448
"An armed robbery took place at a market, threatening the occupants.",Chittorgarh,Station B,market,2024-09-09,12:38:36,Monday,Summer,Eyewitness,Male,32,Female,40,bare hands,car,3,Stranger,IPC 392 (Robbery),Robbery,1.48,0.0,0.0,1.4840591847896576
Jewelry and cash were stolen from a market during daytime.,Kotputli-Behror,Station A,market,2024-06-19,14:55:53,Wednesday,Winter,Relative,Female,63,Male,28,stick,car,4,Friend,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9854668378829956
A theft was reported where items were stolen from a highway.,Rajsamand,Station A,highway,2024-06-12,11:44:24,Wednesday,Monsoon,Police,Male,79,Female,37,stick,auto,5,Neighbor,IPC 379 (Theft),Theft,1.34,0.0,0.0,1.3367257118225098
The victim’s vehicle was broken into and items were stolen.,Churu,Station B,market,2024-10-26,06:15:17,Saturday,Monsoon,Police,Other,20,Other,22,knife,bike,5,Relative,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
Jewelry and cash were stolen from a highway during daytime.,Banswara,Station C,highway,2025-04-01,19:27:07,Tuesday,Summer,Police,Other,12,Male,19,gun,scooter,5,Neighbor,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9935021102428436
The victim was attacked and killed using a stick at a bus stop.,Pratapgarh,Station A,bus stop,2024-07-24,04:29:07,Wednesday,Spring,Eyewitness,Female,34,Female,70,stick,bike,4,Friend,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.199534922838211
A theft was reported where items were stolen from a park.,Sikar,Station C,park,2025-01-16,18:35:30,Thursday,Spring,Eyewitness,Male,50,Female,27,gun,auto,5,Neighbor,IPC 379 (Theft),Theft,1.37,0.0,0.0,1.3701566755771637
Eyewitnesses reported a fatal altercation involving a knife near the school.,Bhilwara,Station A,school,2025-02-13,14:21:24,Thursday,Monsoon,Police,Female,47,Other,30,knife,scooter,1,Neighbor,IPC 302 (Murder),Murder,0.84,0.0,0.0,0.839808315038681
"An armed robbery took place at a residential area, threatening the occupants.",Salumbar,Station A,residential area,2024-12-13,19:00:37,Friday,Winter,Police,Male,10,Other,31,stick,bike,3,Relative,IPC 392 (Robbery),Robbery,1.47,0.0,0.0,1.473210722208023
Jewelry and cash were stolen from a market during daytime.,Bikaner,Station B,market,2025-01-30,19:35:47,Thursday,Winter,Police,Male,76,Other,56,bare hands,scooter,1,Neighbor,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9854668378829956
A rape case was registered involving a Friend in an isolated bus stop.,Salumbar,Station C,bus stop,2025-01-29,11:26:02,Wednesday,Monsoon,Relative,Female,61,Female,48,stick,scooter,2,Friend,IPC 376 (Rape),Rape,2.18,0.8,0.0,1.3800539374351501
The accused used a bare hands to fatally wound the victim at their residence.,Jhalawar,Station A,park,2025-05-14,16:53:33,Wednesday,Monsoon,Relative,Other,62,Male,20,bare hands,bike,4,Acquaintance,IPC 302 (Murder),Murder,0.99,0.0,0.0,0.9882590174674988
The victim was attacked and killed using a bare hands at a residential area.,Bharatpur,Station B,residential area,2024-11-14,08:25:32,Thursday,Summer,Police,Other,60,Male,65,bare hands,car,2,Stranger,IPC 302 (Murder),Murder,1.35,0.0,0.0,1.348424881696701
An incident of rape was reported where the accused lured the victim to a bus stop.,Sikar,Station B,bus stop,2025-03-21,08:35:18,Friday,Winter,Victim,Other,43,Female,15,knife,bike,1,Friend,IPC 376 (Rape),Rape,1.15,0.0,0.0,1.1478746831417084
Jewelry and cash were stolen from a highway during daytime.,Udaipur,Station A,highway,2024-09-06,22:28:07,Friday,Spring,Police,Male,77,Male,53,bare hands,scooter,3,Stranger,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9935021102428436
Eyewitnesses reported a fatal altercation involving a bare hands near the residential area.,Bhilwara,Station B,residential area,2024-08-11,17:21:18,Sunday,Winter,Eyewitness,Other,11,Male,15,bare hands,car,2,Friend,IPC 302 (Murder),Murder,1.03,0.0,0.0,1.029870092868805
Robbers stormed a house and made away with cash and gold.,Phalodi,Station B,school,2025-01-23,06:40:04,Thursday,Winter,Relative,Female,41,Other,47,bare hands,car,5,Neighbor,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
A gang of masked robbers looted a store at a bus stop.,Alwar,Station A,bus stop,2025-03-18,06:38:29,Tuesday,Spring,Eyewitness,Male,30,Male,60,bare hands,bike,4,Stranger,IPC 392 (Robbery),Robbery,1.05,0.0,0.0,1.0456640124320984
The victim was abducted and raped in a moving vehicle by unknown individuals.,Bhilwara,Station B,bus stop,2024-08-31,03:59:08,Saturday,Monsoon,Eyewitness,Female,38,Other,22,bare hands,car,1,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
Pickpocketing occurred in a crowded highway.,Deeg,Station B,highway,2025-02-22,14:01:38,Saturday,Spring,Relative,Female,47,Other,69,knife,scooter,4,Neighbor,IPC 379 (Theft),Theft,0.76,0.0,0.0,0.7600108981132507
A gang of masked robbers looted a store at a highway.,Hanumangarh,Station C,highway,2024-10-01,07:13:30,Tuesday,Monsoon,Victim,Other,15,Female,21,bare hands,bike,4,Relative,IPC 392 (Robbery),Robbery,0.98,0.0,0.0,0.9794159531593323
The body of the victim was discovered at a bus stop with signs of struggle.,Ajmer,Station C,bus stop,2024-12-11,13:35:17,Wednesday,Spring,Victim,Male,72,Other,61,knife,car,4,Stranger,IPC 302 (Murder),Murder,0.76,0.0,0.0,0.7580232918262482
The victim’s vehicle was broken into and items were stolen.,Salumbar,Station A,residential area,2024-11-23,01:19:13,Saturday,Spring,Victim,Other,72,Male,38,gun,car,2,Acquaintance,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
Jewelry and cash were stolen from a market during daytime.,Kota,Station B,market,2024-10-12,10:27:59,Saturday,Spring,Police,Female,62,Female,24,gun,bike,5,Relative,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9854668378829956
The accused used a gun to fatally wound the victim at their residence.,Deeg,Station A,bus stop,2025-04-04,00:29:26,Friday,Summer,Police,Female,68,Male,44,gun,bike,3,Relative,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.083620309829712
A rape case was registered involving a Acquaintance in an isolated residential area.,Pali,Station B,residential area,2024-10-22,17:05:05,Tuesday,Spring,Victim,Other,66,Male,18,bare hands,car,5,Acquaintance,IPC 376 (Rape),Rape,2.25,0.8,0.0,1.4542447328567505
"A violent brawl broke out at a residential area, leading to serious injuries.",Nagaur,Station A,residential area,2025-02-04,22:56:36,Tuesday,Winter,Relative,Other,29,Other,23,stick,bike,5,Stranger,IPC 323 (Assault),Assault,1.02,0.0,0.0,1.0218038856983185
The accused forcefully snatched the victim's belongings and fled on a auto.,Jhunjhunu,Station A,residential area,2024-07-12,07:41:07,Friday,Monsoon,Victim,Female,36,Other,68,knife,auto,1,Relative,IPC 392 (Robbery),Robbery,0.85,0.0,0.0,0.8491199612617493
"A violent brawl broke out at a bus stop, leading to serious injuries.",Ajmer,Station C,bus stop,2025-05-13,03:32:33,Tuesday,Monsoon,Relative,Other,51,Male,57,knife,car,5,Neighbor,IPC 323 (Assault),Assault,0.81,0.0,0.0,0.808120608329773
An incident of rape was reported where the accused lured the victim to a school.,Balotra,Station C,school,2024-09-26,18:47:09,Thursday,Monsoon,Eyewitness,Female,15,Male,44,knife,auto,3,Friend,IPC 376 (Rape),Rape,1.09,0.0,0.0,1.0923691391944885
Eyewitnesses reported a fatal altercation involving a bare hands near the highway.,Bhilwara,Station A,highway,2025-03-22,19:40:55,Saturday,Monsoon,Police,Female,17,Male,28,bare hands,scooter,4,Stranger,IPC 302 (Murder),Murder,0.84,0.0,0.0,0.8445543050765991
The victim was robbed at gunpoint while returning home from work.,Nagaur,Station A,park,2024-07-13,06:38:56,Saturday,Summer,Eyewitness,Male,51,Male,59,stick,bike,1,Neighbor,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
"An armed robbery took place at a school, threatening the occupants.",Jhalawar,Station C,school,2024-07-09,01:02:01,Tuesday,Summer,Victim,Male,72,Male,66,stick,auto,4,Friend,IPC 392 (Robbery),Robbery,1.15,0.0,0.0,1.1535313725471497
Police received a report of assault involving two individuals at a market.,Jodhpur,Station A,market,2025-05-11,13:12:53,Sunday,Monsoon,Eyewitness,Female,19,Female,48,stick,bike,2,Neighbor,IPC 323 (Assault),Assault,1.01,0.0,0.0,1.005622386932373
The accused forcibly entered the victim’s home and committed the crime.,Sirohi,Station C,market,2024-11-05,19:56:14,Tuesday,Winter,Victim,Male,59,Male,41,knife,auto,2,Acquaintance,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
Pickpocketing occurred in a crowded market.,Nagaur,Station A,market,2025-05-16,17:44:57,Friday,Spring,Relative,Male,64,Female,21,bare hands,car,1,Acquaintance,IPC 379 (Theft),Theft,0.77,0.0,0.0,0.7711847126483917
The accused forcibly entered the victim’s home and committed the crime.,Bikaner,Station B,residential area,2024-10-07,19:13:29,Monday,Monsoon,Victim,Other,14,Other,62,bare hands,car,5,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The accused physically assaulted the victim using a gun at a market.,Jhunjhunu,Station A,market,2024-07-01,10:08:38,Monday,Summer,Relative,Female,57,Female,41,gun,auto,4,Neighbor,IPC 323 (Assault),Assault,0.81,0.0,0.0,0.8083368837833405
Eyewitnesses reported a fatal altercation involving a gun near the school.,Rajsamand,Station B,school,2025-05-28,13:49:31,Wednesday,Monsoon,Relative,Female,24,Male,45,gun,scooter,5,Friend,IPC 302 (Murder),Murder,0.84,0.0,0.0,0.8403117656707764
A rape case was registered involving a Friend in an isolated bus stop.,Bikaner,Station C,bus stop,2024-07-10,23:47:44,Wednesday,Monsoon,Relative,Male,31,Female,53,stick,auto,5,Friend,IPC 376 (Rape),Rape,2.18,0.8,0.0,1.3800539374351501
The accused physically assaulted the victim using a stick at a bus stop.,Jalore,Station B,bus stop,2024-06-18,15:31:16,Tuesday,Spring,Eyewitness,Female,69,Other,54,stick,scooter,4,Friend,IPC 323 (Assault),Assault,0.71,0.0,0.0,0.7102152407169342
"An armed robbery took place at a park, threatening the occupants.",Beawar,Station C,park,2024-07-14,15:21:56,Sunday,Summer,Police,Female,46,Female,40,bare hands,car,5,Acquaintance,IPC 392 (Robbery),Robbery,1.42,0.0,0.0,1.4195392727851868
The accused used a knife to fatally wound the victim at their residence.,Churu,Station C,park,2024-12-26,17:17:50,Thursday,Monsoon,Police,Other,67,Male,36,knife,scooter,2,Stranger,IPC 302 (Murder),Murder,1.03,0.0,0.0,1.030611366033554
A gang of masked robbers looted a store at a park.,Dausa,Station A,park,2024-07-28,06:33:40,Sunday,Monsoon,Eyewitness,Male,23,Other,61,stick,bike,2,Relative,IPC 392 (Robbery),Robbery,1.06,0.0,0.0,1.0635316371917725
Police received a report of assault involving two individuals at a bus stop.,Ajmer,Station C,bus stop,2025-04-19,07:02:12,Saturday,Summer,Eyewitness,Other,17,Other,17,knife,scooter,5,Acquaintance,IPC 323 (Assault),Assault,0.92,0.0,0.0,0.9182856380939484
The victim’s vehicle was broken into and items were stolen.,Jalore,Station C,bus stop,2024-12-16,09:23:28,Monday,Summer,Eyewitness,Female,52,Other,69,gun,bike,2,Friend,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
An incident of rape was reported where the accused lured the victim to a bus stop.,Kotputli-Behror,Station C,bus stop,2025-05-25,11:03:34,Sunday,Winter,Victim,Other,68,Female,42,stick,bike,5,Acquaintance,IPC 376 (Rape),Rape,1.15,0.0,0.0,1.1478746831417084
The accused physically assaulted the victim using a knife at a market.,Kota,Station A,market,2025-04-27,21:43:51,Sunday,Winter,Police,Female,42,Other,52,knife,bike,5,Acquaintance,IPC 323 (Assault),Assault,0.82,0.0,0.0,0.8213295936584473
A gang of masked robbers looted a store at a highway.,Khairthal-Tijara,Station C,highway,2025-01-29,20:02:15,Wednesday,Spring,Eyewitness,Male,28,Female,60,stick,car,3,Stranger,IPC 392 (Robbery),Robbery,0.98,0.0,0.0,0.9794159531593323
Jewelry and cash were stolen from a residential area during daytime.,Tonk,Station A,residential area,2024-08-30,16:32:54,Friday,Summer,Police,Other,50,Other,35,gun,scooter,2,Friend,IPC 379 (Theft),Theft,1.86,0.8,0.0,1.0628212094306946
A theft was reported where items were stolen from a park.,Bikaner,Station A,park,2024-09-07,08:19:10,Saturday,Summer,Victim,Other,79,Male,30,stick,auto,4,Acquaintance,IPC 379 (Theft),Theft,1.37,0.0,0.0,1.3701566755771637
Jewelry and cash were stolen from a highway during daytime.,Didwana-Kuchaman,Station C,highway,2025-04-08,00:28:59,Tuesday,Summer,Police,Female,62,Other,38,knife,bike,2,Neighbor,IPC 379 (Theft),Theft,1.79,0.8,0.0,0.9935021102428436
The accused used a bare hands to fatally wound the victim at their residence.,Bharatpur,Station B,park,2025-01-24,16:54:44,Friday,Monsoon,Eyewitness,Male,63,Male,46,bare hands,car,4,Acquaintance,IPC 302 (Murder),Murder,0.99,0.0,0.0,0.9882590174674988
The accused physically assaulted the victim using a bare hands at a school.,Dholpur,Station B,school,2025-03-14,10:07:30,Friday,Summer,Eyewitness,Male,14,Female,32,bare hands,scooter,1,Acquaintance,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6909652501344681
The victim reported being sexually assaulted by a Acquaintance in a highway.,Hanumangarh,Station A,highway,2024-06-03,14:38:22,Monday,Spring,Victim,Other,79,Other,25,stick,scooter,5,Acquaintance,IPC 376 (Rape),Rape,1.48,0.8,0.0,0.6767685413360596
